idSeller	idSellerProduct	brandSeller	nameSeller	descriptionSeller	eanSeller	categorySeller
98	pralni-stroj-bosch-wll24260by	NULL	Pralni stroj Bosch WLL24260BY	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-bosch-wan24163by	NULL	Pralni stroj Bosch WAN24163BY	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-candy-cs4-1372-d3	NULL	Pralni stroj Candy CS4 1372 D3	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ewf1408wdl2	NULL	Pralni stroj Electrolux EWF1408WDL2	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l7fec41s	NULL	Pralni stroj AEG L7FEC41S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l6fbi48s	NULL	Pralni stroj AEG L6FBI48S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l7fee48s	NULL	Pralni stroj Aeg L7FEE48S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l7fbe48s	NULL	Pralni stroj Aeg L7FBE48S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l7fec48s	NULL	Pralni stroj Aeg L7FEC48S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l6fbi27w	NULL	Pralni stroj AEG L6FBI27W	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-aeg-l6fbg48s	NULL	Pralni stroj AEG L6FBG48S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f448bu	NULL	Pralni stroj Electrolux EW6F448BU	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f428w	NULL	Pralni stroj Electrolux EW6F428W	<p>Pralni stroj Electrolux EW6F428W <div> <b> Šifra izdelka: EX7332543576838 <br> <p>Pralni stroj Electrolux odlikuje odličen energijski razred A+++, ki zagotavlja nizko porabo energije ter vode. Napredna SensiCare tehnologija samodejno stehta perilo ter	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f429b	NULL	Pralni stroj Electrolux EW6F429B	<p>Pralni stroj Electrolux EW6F429B <div> <b> Šifra izdelka: EX7332543578184 <br> <p>Pralni stroj Electrolux odlikuje odličen energijski razred A+++, ki zagotavlja nizko porabo energije ter vode. Napredna SensiCare tehnologija samodejno stehta perilo ter	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f408wu	NULL	Pralni stroj Electrolux EW6F408WU	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f428b	NULL	Pralni stroj Electrolux EW6F428B	<p>Pralni stroj Electrolux EW6F428B <div> <b> Šifra izdelka: EX7332543578245 <br> Electrolux-ov odlični pralni stroj PerfectCare 600 s sistemom SensiCare prilagaja dolžino programa glede na količino perila. Tako porabi manj energije in vode ter preprečuje	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f421b	NULL	Pralni stroj Electrolux EW6F421B	<p>Pralni stroj Electrolux EW6F421B <div> <b> Šifra izdelka: EX7332543578887 <br> <p>Pralni stroj omogoča nežno in ekonomično pranje perila s sistemom SensiCare, saj prilagaja dolžino pranja glede na količino perila. Tako porabi manj vode in energije ter	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f328wu-ex7332543583355	NULL	Pralni stroj Electrolux EW6F328WU ex7332543583355	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f341s	NULL	Pralni stroj Electrolux EW6F341S	<p>Pralni stroj Electrolux EW6F341S <div> <b> Šifra izdelka: ex7332543583522 <br> <p>Pralni stroj omogoča nežno in ekonomično pranje perila s sistemom SensiCare, saj prilagaja dolžino pranja glede na količino perila. Tako porabi manj vode in energije ter	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew8f228s	NULL	Pralni stroj Electrolux EW8F228S	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6s426w	NULL	Pralni stroj Electrolux EW6S426W	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6s427bi	NULL	Pralni stroj Electrolux EW6S427BI	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	vgradni-pralni-stroj-electrolux-ew7f348si	NULL	Vgradni pralni stroj Electrolux EW7F348SI	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ew6f528w	NULL	Pralni stroj Electrolux EW6F528W	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-wp723-7kg-aplusplusplus-1200-omin	NULL	Pralni stroj Gorenje WP723 (7kg, A+++, 1200 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-we62s3-6kg-aplusplusplus-1200-omin	NULL	Pralni stroj Gorenje WE62S3 (6kg, A+++, 1200 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-we72s3-7kg-aplusplusplus-1200-omin	NULL	Pralni stroj Gorenje WE72S3 (7kg, A+++, 1200 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-wei723-7kg-aplusplusplus-1200-omin	NULL	Pralni stroj Gorenje WEI723 (7kg, A+++, 1200 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-we843-8kg-aplusplusplus-1400-omin	NULL	Pralni stroj Gorenje WE843 (8kg, A+++, 1400 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-wei843-8kg-aplusplusplus-1400-omin	NULL	Pralni stroj Gorenje WEI843 (8kg, A+++, 1400 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-ws846ln-8kg-aplusplusplus-1400-omin	NULL	Pralni stroj Gorenje WS846LN (8kg, A+++, 1400 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-ws168lnst-10kg-aplusplusplus-1600-omin	NULL	Pralni stroj Gorenje WS168LNST (10kg, A+++, 1600 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-wa844t-8kg-aplusplusplus-1400-omin	NULL	Pralni stroj Gorenje WA844T (8kg, A+++, 1400 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-gorenje-wei843b-8kg-aplusplusplus-1400-omin	NULL	Pralni stroj Gorenje WEI843B (8kg, A+++, 1400 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-vox-wm-1052	NULL	Pralni stroj Vox WM 1052	<p>Pralni stroj Vox WM 1052 <div> <b> Šifra izdelka: PA102675 <br> <b>Popularnost med podobnimi ponudbami: 9. mesto <br> <b>Ocena: 5 na podlagi 6 ocen <i>star_rate <i>star_rate <i>star_rate <i>star_rate <i>star_rate <p>Za odlične rezultate Vox pralni stro	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-vox-wm-1072-y	NULL	Pralni stroj Vox WM 1072-Y	<div> <div><p>Pralni stroj Vox WM 1072-Y</p> </div> <div> <b> Šifra izdelka:</b> pa103918 <br> </div> </div> <p> <p><p>Vox pralni stroj WM 1072-Y se uvršča v energijski razred A+++. Odlikuje ga zmogljivost pranja do 7 kg. Pri ožemanju doseže hitrost do 10	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-vox-wm-1062-y	NULL	Pralni stroj Vox WM 1062-Y	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji s sprednjim polnjenjem
98	pralni-stroj-electrolux-ewt1276elw	NULL	Pralni stroj Electrolux EWT1276ELW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-electrolux-ewt1266elw	NULL	Pralni stroj Electrolux EWT1266ELW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-electrolux-ewt1066esw	NULL	Pralni stroj Electrolux EWT1066ESW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-electrolux-ewt1264ilw	NULL	Pralni stroj Electrolux EWT1264ILW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-electrolux-ewt1062ifw	NULL	Pralni stroj Electrolux EWT1062IFW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-electrolux-ewt1262ifw	NULL	Pralni stroj Electrolux EWT1262IFW	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
98	pralni-stroj-gorenje-wt72122-7kg-aplusplusplus-1200-omin	NULL	Pralni stroj Gorenje WT72122 (7kg, A+++, 1200 o/min)	NULL	NULL	EnaA \ Bela tehnika \ Pralni stroji \ Pralni stroji z zgornjim polnjenjem
101	pralni-stroj-wtv9633xs0-pralni-stroj-beko	BEKO	Pralni stroj WTV9633XS0 PRALNI STROJ BEKO	<p>Opis izdelka Pralni stroj Beko WTV9633XS0 vas bo navdušil s svojo nizko porabo energije, saj deluje v energijskem razredu A+++, njegovih 16 programov in 3 pomožne funkcije pa poskrbijo, da bo vaše perilo vedno skrbno oprano. Odlikujejo ga tudi program	NULL	Gospodinjski aparati \ Bela tehnika \ Pralni stroji
107	29210	BOSCH	BOSCH Pralni stroj WOT24254BY	<br />Prostostoječi pralni stroj BOSCH WOT24254BY<br /><br />Pralni stroj z zgornjim polnjenjem ima zmogljivost pranja 6 kg perila. Z energijskim razredom A++ zagotavlja nizko porabo energije ter vode na letni ravni. Odlikujejo ga različne nastavitve, kot je nastavitev ožemanja ter odlični programi za pranje občutljivih tkanin, kot sta volna in svila.<br /><br /><br /><br />Posebnosti<br /><br /><br />Nizka energijska poraba<br /><br />Pralni stroj se pona&scaron;a z energijskim razredom A+++ . Na letni ravni porabi 239 kWh ter 12900 l vode. Glasnost pralnega &nbsp;stroja 51 dB pri pranju ter 79 dB pri ožemanju. K nizki porabi energije prispeva tudi prilagajanje porabe vode, glede na vrsto in količino perila. Stroj porabi manj vode za manj perila in več vode za več perila in s tem posledično tudi električne energije, saj segrevanje vode poteka kraj&scaron;i čas.<br /><br />Enostavna uporaba<br /><br />Pralni stroj upravljate s pomočjo vrtljivega gumba ter tipkami, s katerimi boste izbirali dodatne nastavitve. Zaslon omogoča prikaz preostalega časa. Tako boste imeli popoln nadzor nad potekom programa. Vklop stroja lahko zamaknete za nekaj ur vnaprej (timer). Pri stroju z zgornjim polnjenjem pa je potrebno po končanem pranju odpreti vrata stroja in na roke obrniti boben stroja z vrati navzgor, potrebno je namreč pozicionirati boben. <br /><br />Učinkoviti programi<br /><br />Na voljo so različni programi, ki se razlikujejo glede na vrsto tkanine ter časovni okvir. Poseben program je program za lahko likanje, poleg tega ima možnost tudi dodatnega izpiranja. Programi so namenjeni tudi negi občutljivih tkanin, kot sta svila in volna.Za manj umazano perilo, ki ga želite le osvežiti pa je na voljo hitri program. <br /><br /><br /><br />Ključna značilnost<br /><br /><br />Tehnologija Fuzzy Logic<br /><br />Tehnologija Fuzzy Logic deluje s pomočjo senzorjev, ki zaznajo količino perila, ter tako prilagodijo program, glede na vrsto tkanine ter količino perila. Pranje bo tako optimizirano maksimalno, posledično pa se bo zmanj&scaron;ala tudi energetska poraba.<br /><br /><br />	4242002743110	Pralni stroj
107	31805	BOSCH	BOSCH Pralni stroj wak24268by POSEBNA PONUDBA	Letna poraba el. energije:Letna poraba električne energije temelji na 220 standardnih ciklih pranja.Letna poraba vode:Letna poraba vode temelji na 220 standardnih ciklih pranjaOžemanjePodatek o številu vrtljajev ožemanja nam pove, s kakšno hitrostjo se obrača boben po končanem pranju. Število vrtljajev je 1200 vrt/min in od tega je tudi odvisno koliko bo perilo na koncu ožeto.Prilagajanje porabe vodePrilagajanje porabe vode, glede na vrsto in količino perila. Stroj porabe monj vode za manj perila in več vode za več perila in stem posledično tudi električne energije, saj segrevanje vode poteka krajši čas.Številčni zaslonZaslon, na katerem se izpisujejo številke. Na zaslonu nastavite zamik vklopa, največkrat prikazuje tudi preostali čas pranja.<br />Nastavitev zamika vklopaVklop stroja lahko zamaknemo za nekaj ur vnaprej (timer).<br /><br />	4242002760698	Pralni stroj
107	33140	GORENJE	GORENJE Pralni stroj WA72SY2b 431123	<br />Pralni stroj Gorenje&nbsp;WA72SY2b 431123<br />Gre za stroj, ki s &scaron;tevilnimi senzorji ukrepa z namenom čim bolj racionalnega delovanja. Glede na težo vsebine prilagodi program, intenzivnost, čas, porabo elektrike in vode, s čimer si je tudi pridobil oznako A+++. Ponuja 16 programov in možnost lastnega določanja temperature ter izklop ožemanja, poljubno lahko tudi skraj&scaron;amo program. Z zaklepanjem je zagotovljena za&scaron;čita pred otroki.<br /><br /><br />Posebnosti<br />&nbsp;<br /><br />Za&scaron;čita vode<br /><br />Z inovacijo AquaStop je poskrbljeno za re&scaron;itev, če slučajno pride do izlitja vode. Sistem tekočino zazna in se odzove z ukrepi na ventilih. Odvečno vodo stroj izčrpa in odlije nazaj v odtočno cev, boben se torej sprazni, dotočna cev pa ima prekinjen dotok, s čimer se prepreči nadaljnja &scaron;koda in težave pri popravljanju.<br /><br />Nadziranje stabilnosti<br /><br />Komplet gumijastih nogic, na katerih stroj stoji, in oblike stranic zagotavlja povečano stabilnost naprave. Posledično prihaja do manj tresljajev in delovanje pralnega stroja je ti&scaron;je. Poleg tega ima notranjost senzor za ravnotežje, ki preverja položaj bobna in njegove vsebine. Če pride do neravnovesja, se ustavi vrtenje in perilo se lahko ponovno pravilno namesti.<br /><br />Či&scaron;čenje naprave<br /><br />Enega izmed programov predstavlja samočistilni program SterilTub, s katerim se naprava prečisti in dezinficira. To preprečuje naselitev &scaron;tevilnih klic, gliv in bakterij ne le v bobnu, ampak tudi na vseh za&scaron;čitnih gumah, dozirni posodi in po ceveh.<br /><br /><br />Ključna značilnost<br />Odlična pridobitev, ki nam jo ponuja ta pralni stroj, je AdaptTech. Inovacija nam olaj&scaron;a nastavitve, saj si zapomni na&scaron;e dodatne usmeritve ob posameznih programih, kot so več vrtljajev, dodatno ožemanj, vi&scaron;ji nivo vode, predpranje ipd., ob naslednjem ciklu pa nam to samodejno ponudi kot možnost, ki jo potrdimo, sicer pa odklonimo.<br /><br />	3838942950407	Pralni stroj
107	38833	BOSCH	BOSCH Pralni stroj WLG24260BY	<br />Prostostoječi pralni stroj BOSCH WLG24260BY<br /><br />Pralni stroj s sprednjim polnjenjem ima zmogljivost pranja 5 kg perila. Z energijskim razredom A+++ zagotavlja nizko porabo energije ter vode na letni ravni. Odlikuje ga sistem Fuzzy logic, ki omogoča prilagajanje porabe vode, glede na vrsto in količino perila, poleg tega pa ga odlikuje tudi učinkovito ožemanje.<br /><br /><br /><br />Posebnosti<br /><br /><br />Nizka energijska poraba<br /><br />Pralni stroj se pona&scaron;a z energijskim razredom A+++ . Na letni ravni porabi 131 kWh ter 8800 l vode. Glasnost pralnega &nbsp;stroja 58 dB pri pranju ter 85 dB pri ožemanju. K nizki porabi energije prispeva tudi prilagajanje porabe vode, glede na vrsto in količino perila. Stroj porabi manj vode za manj perila in več vode za več perila in s tem posledično tudi električne energije, saj segrevanje vode poteka kraj&scaron;i čas.<br />&nbsp;<br /><br />Enostavna uporaba<br /><br />Pralni stroj upravljate s pomočjo vrtljivega gumba ter tipkami, s katerimi boste izbirali dodatne nastavitve. &Scaron;tevilčni zaslon omogoča prikaz preostalega časa. Tako boste imeli popoln nadzor nad potekom programa. Vklop stroja lahko zamaknete za nekaj ur vnaprej (timer).&nbsp;<br />&nbsp;<br /><br />Učinkoviti programi<br /><br />Na voljo so različni programi, ki se razlikujejo glede na vrsto tkanine ter časovni okvir. Posebni programi so namenjeni negi občutljivih tkanin, kot je volna.&nbsp;Za manj umazano perilo, ki ga želite le osvežiti pa je na voljo hiter program.<br /><br /><br /><br />Ključna značilnost<br /><br /><br />Tehnologija Fuzzy Logic<br /><br />Tehnologija Fuzzy Logic deluje s pomočjo senzorjev, ki zaznajo količino perila, ter tako prilagodijo program, glede na vrsto tkanine ter količino perila. Pranje bo tako optimizirano maksimalno, posledično pa se bo zmanj&scaron;ala tudi energetska poraba.<br /><br /><br />	4242002802176	Pralni stroj
107	39006	GORENJE	GORENJE Pralni stroj WT62112 465494	<br />Pralni stroj Gorenje&nbsp;WT62112 465494<br />Z energijsko kategorijo A++ in prostornino za 6 kg perila zado&scaron;ča povprečnim potrebam gospodinjstva.<br /><br /><br />Posebnosti<br /><br />Programi<br /><br />Ponuja 18 različnih programov, med drugim specializiranim za otro&scaron;ka, &scaron;portna oblačila, volno, svilo, ročno pranje itd. Poleg tega so omogočene tudi prilagoditve, saj lahko izklopimo ožemanje, nastavimo temperaturo ali predvidimo za lažje likanje.<br /><br />Odpiranje<br /><br />Stroj ima odprtino postavljeno na zgornji strani, vgrajen pa ima sistem SoftOpen za enostavno odpiranje bobna.<br /><br />Nadziranje stabilnosti<br /><br />V notranjost je senzor za ravnotežje, ki preverja položaj bobna in njegove vsebine. Če pride do neravnovesja, se ustavi vrtenje in perilo se lahko ponovno pravilno namesti.<br /><br />	3838942701795	Pralni stroj
107	39337	BOSCH	BOSCH Pralni stroj WAW32640EU	<br />Prostostoječi pralni stroj BOSCH WAW32640EU<br /><br />Pralni stroj s sprednjim polnjenjem ima zmogljivost pranja 9 kg perila. Z energijskim razredom A+++ zagotavlja nizko porabo energije ter vode na letni ravni. Odlikuje ga sistem Fuzzy logic, ki omogoča prilagajanje porabe vode, glede na vrsto in količino perila, poleg tega pa ga odlikuje tudi učinkovito ožemanje, varovanje stroja s sistemom Aqua stop ter tih invertni elektromotor.<br /><br /><br /><br />Posebnosti<br /><br /><br />Nizka energijska poraba<br /><br />Pralni stroj se pona&scaron;a z energijskim razredom A+++ . Na letni ravni porabi 152 kWh ter 11220 l vode. Glasnost pralnega &nbsp;stroja 48 dB pri pranju ter 74 dB pri ožemanju.<br />&nbsp;<br /><br />Enostavna uporaba<br /><br />Pralni stroj upravljate s pomočjo vrtljivega gumba ter tipkami, s katerimi boste izbirali dodatne nastavitve. &Scaron;tevilčni zaslon omogoča prikaz preostalega časa. Tako boste imeli popoln nadzor nad potekom programa. Možna je nastavitev zamika vklopa. <br />&nbsp;<br /><br />Učinkoviti programi<br /><br />Na voljo so različni programi, ki se razlikujejo glede na vrsto tkanine ter časovni okvir. Poseben program je program za lahko likanje, poleg tega ima možnost tudi dodatnega izpiranja. Posebna programa sta za pranje svile ali volne. Za manj umazano perilo, ki ga želite le osvežiti pa je na voljo hitri program.<br /><br />Tih invertni elektromotor<br /><br />Invertni elektromotor omogoča tiho delovanje, saj nima vgrajenih krtačk, ki povzročajo piskajoč zvok iz motorja pralnega stroja. Ne potrebuje vzdrževanja, saj se krtačke ne morejo izrabiti, ker jih nima.<br /><br />Nežna za&scaron;čita<br /><br />Pralni stroj odlikuje boben za nežno pranje perila. Boben je oblikovan tako, da ima večje &scaron;tevilo manj&scaron;ih luknjic in posebno obliko, ki zagotavlja čim bolj nežno pranje perila in preprečuje muckanje perila. Posledično boste za likanje perila porabili občutno manj časa.<br />&nbsp;<br /><br />Prilagajanje porabe vode<br /><br />Prilagajanje porabe vode, glede na vrsto in količino perila. Stroj porabi manj vode za manj perila in več vode za več perila in s tem posledično tudi električne energije, saj segrevanje vode poteka kraj&scaron;i čas.<br /><br />Popolno varovanje stroja proti izlitju vode &ndash; Aqua stop.<br /><br />Popolno varovanje pred izlivom vode omogoča električni sistem stroja, ki je sestavljen iz električnih ventilov na dotočni cevi in senzorjem pod strojem, ki nadzira izpust vode. Ko senzor na dnu stroja zazna izlito vodo, stroj samodejno ustavi, iz stroja izčrpa vso vodo in na dotočni cevi pri pipi zapre dotok vode.<br /><br /><br /><br />Ključna značilnost<br /><br /><br />Tehnologija Fuzzy Logic<br /><br />Tehnologija Fuzzy Logic deluje s pomočjo senzorjev, ki zaznajo količino perila, ter tako prilagodijo program, glede na vrsto tkanine ter količino perila. Pranje bo tako optimizirano maksimalno, posledično pa se bo zmanj&scaron;ala tudi energetska poraba.<br /><br /><br />	4242002820248	Pralni stroj
